buyer_county,buyer_state,countyfips,count,dosage_unit,state,county,deaths,year,population,type,rate
CHAMBERS,TX,48071,9581,3627450,Texas,"Chambers County, TX",21,2014,36550,pills_per_person,99.2
CHAMPAIGN,IL,17019,112140,40863476,Illinois,"Champaign County, IL",118,2014,204214,death_per_100k,57.8
CHAMPAIGN,IL,17019,112140,40863476,Illinois,"Champaign County, IL",118,2014,204214,pills_per_person,200.1
CHAMPAIGN,OH,39021,29568,10595230,Ohio,"Champaign County, OH",38,2014,39628,death_per_100k,95.9
CHAMPAIGN,OH,39021,29568,10595230,Ohio,"Champaign County, OH",38,2014,39628,pills_per_person,267.4
CHARITON,MO,29041,3895,1143680,,,,2014,7727,death_per_100k,
CHARITON,MO,29041,3895,1143680,,,,2014,7727,pills_per_person,148
CHARLES,MD,24017,118299,45435512,Maryland,"Charles County, MD",103,2014,150960,death_per_100k,68.2
CHARLES,MD,24017,118299,45435512,Maryland,"Charles County, MD",103,2014,150960,pills_per_person,301
CHARLES MIX,SD,46023,2865,981200,,,,2014,9209,death_per_100k,
CHARLES MIX,SD,46023,2865,981200,,,,2014,9209,pills_per_person,106.5
CHARLESTON,SC,45019,301765,112404122,South Carolina,"Charleston County, SC",198,2014,365674,death_per_100k,54.1
CHARLESTON,SC,45019,301765,112404122,South Carolina,"Charleston County, SC",198,2014,365674,pills_per_person,307.4
CHARLEVOIX,MI,26029,26440,8890960,,,,2014,26038,death_per_100k,
CHARLEVOIX,MI,26029,26440,8890960,,,,2014,26038,pills_per_person,341.5
CHARLOTTE,FL,12015,165397,71683610,Florida,"Charlotte County, FL",40,2014,163151,death_per_100k,24.5
CHARLOTTE,FL,12015,165397,71683610,Florida,"Charlotte County, FL",40,2014,163151,pills_per_person,439.4
CHARLOTTE,VA,51037,6419,2865550,,,,2014,12399,death_per_100k,
CHARLOTTE,VA,51037,6419,2865550,,,,2014,12399,pills_per_person,231.1
CHARLOTTESVILLE CITY,VA,51540,18214,15028470,Virginia,"Charlottesville city, VA",17,2014,44505,death_per_100k,38.2
CHARLOTTESVILLE CITY,VA,51540,18214,15028470,Virginia,"Charlottesville city, VA",17,2014,44505,pills_per_person,337.7
CHARLTON,GA,13049,8417,4229350,,,,2014,13098,death_per_100k,
CHARLTON,GA,13049,8417,4229350,,,,2014,13098,pills_per_person,322.9
CHASE,NE,31029,2982,904530,,,,2014,3990,death_per_100k,
CHASE,NE,31029,2982,904530,,,,2014,3990,pills_per_person,226.7
CHATHAM,GA,13051,253220,80275826.093,Georgia,"Chatham County, GA",91,2014,275303,death_per_100k,33.1
CHATHAM,GA,13051,253220,80275826.093,Georgia,"Chatham County, GA",91,2014,275303,pills_per_person,291.6
CHATHAM,NC,37037,31852,12579200,North Carolina,"Chatham County, NC",32,2014,66050,death_per_100k,48.4
CHATHAM,NC,37037,31852,12579200,North Carolina,"Chatham County, NC",32,2014,66050,pills_per_person,190.4
CHATTOOGA,GA,13055,30977,15563440,Georgia,"Chattooga County, GA",13,2014,25484,death_per_100k,51
CHATTOOGA,GA,13055,30977,15563440,Georgia,"Chattooga County, GA",13,2014,25484,pills_per_person,610.7
CHAUTAUQUA,KS,20019,3098,1056460,,,,2014,3572,death_per_100k,
CHAUTAUQUA,KS,20019,3098,1056460,,,,2014,3572,pills_per_person,295.8
CHAUTAUQUA,NY,36013,121277,55338000,New York,"Chautauqua County, NY",67,2014,133556,death_per_100k,50.2
CHAUTAUQUA,NY,36013,121277,55338000,New York,"Chautauqua County, NY",67,2014,133556,pills_per_person,414.3
CHAVES,NM,35005,53891,22710010,New Mexico,"Chaves County, NM",60,2014,65850,death_per_100k,91.1
CHAVES,NM,35005,53891,22710010,New Mexico,"Chaves County, NM",60,2014,65850,pills_per_person,344.9
CHEATHAM,TN,47021,33716,17088420,Tennessee,"Cheatham County, TN",79,2014,39324,death_per_100k,200.9
CHEATHAM,TN,47021,33716,17088420,Tennessee,"Cheatham County, TN",79,2014,39324,pills_per_person,434.6
CHEBOYGAN,MI,26031,42470,12803850,Michigan,"Cheboygan County, MI",10,2014,25821,death_per_100k,38.7
CHEBOYGAN,MI,26031,42470,12803850,Michigan,"Cheboygan County, MI",10,2014,25821,pills_per_person,495.9
CHELAN,WA,53007,68881,27088840,Washington,"Chelan County, WA",76,2014,73664,death_per_100k,103.2
CHELAN,WA,53007,68881,27088840,Washington,"Chelan County, WA",76,2014,73664,pills_per_person,367.7
CHEMUNG,NY,36015,89818,31209710,New York,"Chemung County, NY",61,2014,88681,death_per_100k,68.8
CHEMUNG,NY,36015,89818,31209710,New York,"Chemung County, NY",61,2014,88681,pills_per_person,351.9
CHENANGO,NY,36017,41595,14681930,New York,"Chenango County, NY",23,2014,49868,death_per_100k,46.1
CHENANGO,NY,36017,41595,14681930,New York,"Chenango County, NY",23,2014,49868,pills_per_person,294.4
CHEROKEE,AL,01019,37484,16667335,,,,2014,26042,death_per_100k,
CHEROKEE,AL,01019,37484,16667335,,,,2014,26042,pills_per_person,640
CHEROKEE,GA,13057,188532,55171357.0195,Georgia,"Cherokee County, GA",127,2014,221951,death_per_100k,57.2
CHEROKEE,GA,13057,188532,55171357.0195,Georgia,"Cherokee County, GA",127,2014,221951,pills_per_person,248.6
CHEROKEE,IA,19035,6829,1857600,,,,2014,11982,death_per_100k,
CHEROKEE,IA,19035,6829,1857600,,,,2014,11982,pills_per_person,155
CHEROKEE,KS,20021,23142,7418600,Kansas,"Cherokee County, KS",20,2014,21179,death_per_100k,94.4
CHEROKEE,KS,20021,23142,7418600,Kansas,"Cherokee County, KS",20,2014,21179,pills_per_person,350.3
CHEROKEE,NC,37039,42386,18633484,North Carolina,"Cherokee County, NC",63,2014,27156,death_per_100k,232
CHEROKEE,NC,37039,42386,18633484,North Carolina,"Cherokee County, NC",63,2014,27156,pills_per_person,686.2
CHEROKEE,OK,40021,62250,25678568,Oklahoma,"Cherokee County, OK",74,2014,47860,death_per_100k,154.6
CHEROKEE,OK,40021,62250,25678568,Oklahoma,"Cherokee County, OK",74,2014,47860,pills_per_person,536.5
CHEROKEE,SC,45021,53610,34202390,South Carolina,"Cherokee County, SC",32,2014,55707,death_per_100k,57.4
CHEROKEE,SC,45021,53610,34202390,South Carolina,"Cherokee County, SC",32,2014,55707,pills_per_person,614
CHEROKEE,TX,48073,35817,15834850,Texas,"Cherokee County, TX",17,2014,50971,death_per_100k,33.4
CHEROKEE,TX,48073,35817,15834850,Texas,"Cherokee County, TX",17,2014,50971,pills_per_person,310.7
CHERRY,NE,31031,4741,1787900,,,,2014,5749,death_per_100k,
CHERRY,NE,31031,4741,1787900,,,,2014,5749,pills_per_person,311
CHESAPEAKE CITY,VA,51550,151809,49360420,Virginia,"Chesapeake city, VA",127,2014,228168,death_per_100k,55.7
CHESAPEAKE CITY,VA,51550,151809,49360420,Virginia,"Chesapeake city, VA",127,2014,228168,pills_per_person,216.3
CHESHIRE,NH,33005,49075,19215190,New Hampshire,"Cheshire County, NH",74,2014,76596,death_per_100k,96.6
CHESHIRE,NH,33005,49075,19215190,New Hampshire,"Cheshire County, NH",74,2014,76596,pills_per_person,250.9
CHESTER,PA,42029,300635,101455150,Pennsylvania,"Chester County, PA",64,2014,506422,death_per_100k,12.6
CHESTER,PA,42029,300635,101455150,Pennsylvania,"Chester County, PA",64,2014,506422,pills_per_person,200.3
CHESTER,SC,45023,25989,10703830,South Carolina,"Chester County, SC",13,2014,32708,death_per_100k,39.7
CHESTER,SC,45023,25989,10703830,South Carolina,"Chester County, SC",13,2014,32708,pills_per_person,327.3
CHESTER,TN,47023,23895,6347520,Tennessee,"Chester County, TN",11,2014,17270,death_per_100k,63.7
CHESTER,TN,47023,23895,6347520,Tennessee,"Chester County, TN",11,2014,17270,pills_per_person,367.5
CHESTERFIELD,SC,45025,50024,23193800,South Carolina,"Chesterfield County, SC",30,2014,46333,death_per_100k,64.7
CHESTERFIELD,SC,45025,50024,23193800,South Carolina,"Chesterfield County, SC",30,2014,46333,pills_per_person,500.6
CHESTERFIELD,VA,51041,231158,83470288,Virginia,"Chesterfield County, VA",174,2014,324337,death_per_100k,53.6
CHESTERFIELD,VA,51041,231158,83470288,Virginia,"Chesterfield County, VA",174,2014,324337,pills_per_person,257.4
CHEYENNE,CO,08017,1286,429220,,,,2014,2153,death_per_100k,
CHEYENNE,CO,08017,1286,429220,,,,2014,2153,pills_per_person,199.4
CHEYENNE,KS,20023,2844,1189540,,,,2014,2695,death_per_100k,
CHEYENNE,KS,20023,2844,1189540,,,,2014,2695,pills_per_person,441.4
CHEYENNE,NE,31033,13251,3321720,,,,2014,10044,death_per_100k,
CHEYENNE,NE,31033,13251,3321720,,,,2014,10044,pills_per_person,330.7
CHICKASAW,IA,19037,5755,1366330,,,,2014,12329,death_per_100k,
CHICKASAW,IA,19037,5755,1366330,,,,2014,12329,pills_per_person,110.8
CHICKASAW,MS,28017,26600,8848150,,,,2014,17376,death_per_100k,
CHICKASAW,MS,28017,26600,8848150,,,,2014,17376,pills_per_person,509.2
CHICOT,AR,05017,12476,6555182,,,,2014,11489,death_per_100k,
CHICOT,AR,05017,12476,6555182,,,,2014,11489,pills_per_person,570.6
CHILDRESS,TX,48075,13944,4906980,,,,2014,7066,death_per_100k,
CHILDRESS,TX,48075,13944,4906980,,,,2014,7066,pills_per_person,694.4
CHILTON,AL,01021,43029,20160760,Alabama,"Chilton County, AL",10,2014,43781,death_per_100k,22.8
CHILTON,AL,01021,43029,20160760,Alabama,"Chilton County, AL",10,2014,43781,pills_per_person,460.5
CHIPPEWA,MI,26033,35929,13353670,Michigan,"Chippewa County, MI",30,2014,38698,death_per_100k,77.5
CHIPPEWA,MI,26033,35929,13353670,Michigan,"Chippewa County, MI",30,2014,38698,pills_per_person,345.1
CHIPPEWA,MN,27023,7882,1829700,,,,2014,12235,death_per_100k,
CHIPPEWA,MN,27023,7882,1829700,,,,2014,12235,pills_per_person,149.5
CHIPPEWA,WI,55017,46691,14624546,Wisconsin,"Chippewa County, WI",14,2014,63051,death_per_100k,22.2
CHIPPEWA,WI,55017,46691,14624546,Wisconsin,"Chippewa County, WI",14,2014,63051,pills_per_person,231.9
CHISAGO,MN,27025,24527,8979763,Minnesota,"Chisago County, MN",29,2014,53798,death_per_100k,53.9
CHISAGO,MN,27025,24527,8979763,Minnesota,"Chisago County, MN",29,2014,53798,pills_per_person,166.9
CHITTENDEN,VT,50007,121561,44216348,Vermont,"Chittenden County, VT",111,2014,158686,death_per_100k,69.9
CHITTENDEN,VT,50007,121561,44216348,Vermont,"Chittenden County, VT",111,2014,158686,pills_per_person,278.6
CHOCTAW,AL,01023,14395,7416430,,,,2014,13546,death_per_100k,
CHOCTAW,AL,01023,14395,7416430,,,,2014,13546,pills_per_person,547.5
CHOCTAW,MS,28019,7237,2332570,,,,2014,8399,death_per_100k,
CHOCTAW,MS,28019,7237,2332570,,,,2014,8399,pills_per_person,277.7
CHOCTAW,OK,40023,21999,10562500,Oklahoma,"Choctaw County, OK",18,2014,15175,death_per_100k,118.6
CHOCTAW,OK,40023,21999,10562500,Oklahoma,"Choctaw County, OK",18,2014,15175,pills_per_person,696
CHOUTEAU,MT,30015,3146,1067160,,,,2014,5859,death_per_100k,
CHOUTEAU,MT,30015,3146,1067160,,,,2014,5859,pills_per_person,182.1
CHOWAN,NC,37041,8989,3620660,,,,2014,14703,death_per_100k,
CHOWAN,NC,37041,8989,3620660,,,,2014,14703,pills_per_person,246.3
CHRISTIAN,IL,17021,33635,11430970,Illinois,"Christian County, IL",20,2014,34415,death_per_100k,58.1
CHRISTIAN,IL,17021,33635,11430970,Illinois,"Christian County, IL",20,2014,34415,pills_per_person,332.2
CHRISTIAN,KY,21047,52370,27707470,Kentucky,"Christian County, KY",21,2014,74459,death_per_100k,28.2
CHRISTIAN,KY,21047,52370,27707470,Kentucky,"Christian County, KY",21,2014,74459,pills_per_person,372.1
CHRISTIAN,MO,29043,80331,28102140,Missouri,"Christian County, MO",49,2014,79856,death_per_100k,61.4
CHRISTIAN,MO,29043,80331,28102140,Missouri,"Christian County, MO",49,2014,79856,pills_per_person,351.9
CHURCHILL,NV,32001,30477,12414790,Nevada,"Churchill County, NV",30,2014,24347,death_per_100k,123.2
CHURCHILL,NV,32001,30477,12414790,Nevada,"Churchill County, NV",30,2014,24347,pills_per_person,509.9
CIALES,PR,,285,250800,,,,,,death_per_100k,
CIALES,PR,,285,250800,,,,,,pills_per_person,
CIBOLA,NM,35006,13278,4213280,New Mexico,"Cibola County, NM",20,2014,27392,death_per_100k,73
CIBOLA,NM,35006,13278,4213280,New Mexico,"Cibola County, NM",20,2014,27392,pills_per_person,153.8
CIDRA,PR,,1538,1309260,,,,,,death_per_100k,
CIDRA,PR,,1538,1309260,,,,,,pills_per_person,
CIMARRON,OK,40025,1508,481770,,,,2014,2390,death_per_100k,
CIMARRON,OK,40025,1508,481770,,,,2014,2390,pills_per_person,201.6
CITRUS,FL,12017,156057,66372332,Florida,"Citrus County, FL",109,2014,139771,death_per_100k,78
CITRUS,FL,12017,156057,66372332,Florida,"Citrus County, FL",109,2014,139771,pills_per_person,474.9
CLACKAMAS,OR,41005,349546,174210320,Oregon,"Clackamas County, OR",288,2014,384697,death_per_100k,74.9
CLACKAMAS,OR,41005,349546,174210320,Oregon,"Clackamas County, OR",288,2014,384697,pills_per_person,452.9
CLAIBORNE,LA,22027,15934,7229410,,,,2014,16817,death_per_100k,
CLAIBORNE,LA,22027,15934,7229410,,,,2014,16817,pills_per_person,429.9
CLAIBORNE,MS,28021,5497,1758990,,,,2014,9396,death_per_100k,
CLAIBORNE,MS,28021,5497,1758990,,,,2014,9396,pills_per_person,187.2
CLAIBORNE,TN,47025,63183,32957398,Tennessee,"Claiborne County, TN",42,2014,31841,death_per_100k,131.9
CLAIBORNE,TN,47025,63183,32957398,Tennessee,"Claiborne County, TN",42,2014,31841,pills_per_person,1035.1
CLALLAM,WA,53009,86172,48695770,Washington,"Clallam County, WA",120,2014,72024,death_per_100k,166.6
CLALLAM,WA,53009,86172,48695770,Washington,"Clallam County, WA",120,2014,72024,pills_per_person,676.1
CLARE,MI,26035,38708,18941500,Michigan,"Clare County, MI",16,2014,30786,death_per_100k,52
CLARE,MI,26035,38708,18941500,Michigan,"Clare County, MI",16,2014,30786,pills_per_person,615.3
CLARENDON,SC,45027,36299,13512120,,,,2014,34439,death_per_100k,
CLARENDON,SC,45027,36299,13512120,,,,2014,34439,pills_per_person,392.3
CLARION,PA,42031,37833,10105675,Pennsylvania,"Clarion County, PA",23,2014,39437,death_per_100k,58.3
CLARION,PA,42031,37833,10105675,Pennsylvania,"Clarion County, PA",23,2014,39437,pills_per_person,256.2
CLARK,AR,05019,29152,10477810,,,,2014,22800,death_per_100k,
CLARK,AR,05019,29152,10477810,,,,2014,22800,pills_per_person,459.6
CLARK,IL,17023,17924,5932990,Illinois,"Clark County, IL",13,2014,16240,death_per_100k,80
CLARK,IL,17023,17924,5932990,Illinois,"Clark County, IL",13,2014,16240,pills_per_person,365.3
CLARK,IN,18019,134927,73682499,Indiana,"Clark County, IN",56,2014,112212,death_per_100k,49.9
CLARK,IN,18019,134927,73682499,Indiana,"Clark County, IN",56,2014,112212,pills_per_person,656.6
CLARK,KS,20025,3948,1478580,,,,2014,2170,death_per_100k,
CLARK,KS,20025,3948,1478580,,,,2014,2170,pills_per_person,681.4
CLARK,KY,21049,49946,22234430,Kentucky,"Clark County, KY",79,2014,35633,death_per_100k,221.7
CLARK,KY,21049,49946,22234430,Kentucky,"Clark County, KY",79,2014,35633,pills_per_person,624
CLARK,MO,29045,4782,2241600,,,,2014,7001,death_per_100k,
CLARK,MO,29045,4782,2241600,,,,2014,7001,pills_per_person,320.2
CLARK,NV,32003,1534000,956548288,Nevada,"Clark County, NV",2697,2014,2003613,death_per_100k,134.6
CLARK,NV,32003,1534000,956548288,Nevada,"Clark County, NV",2697,2014,2003613,pills_per_person,477.4
CLARK,OH,39023,120429,57677224,Ohio,"Clark County, OH",196,2014,137303,death_per_100k,142.7
CLARK,OH,39023,120429,57677224,Ohio,"Clark County, OH",196,2014,137303,pills_per_person,420.1
CLARK,SD,46025,1131,238900,,,,2014,3631,death_per_100k,
CLARK,SD,46025,1131,238900,,,,2014,3631,pills_per_person,65.8
CLARK,WA,53011,321550,146374421,Washington,"Clark County, WA",365,2014,438272,death_per_100k,83.3
CLARK,WA,53011,321550,146374421,Washington,"Clark County, WA",365,2014,438272,pills_per_person,334
CLARK,WI,55019,12398,3416570,,,,2014,34575,death_per_100k,
CLARK,WI,55019,12398,3416570,,,,2014,34575,pills_per_person,98.8
CLARKE,AL,01025,30271,12704100,,,,2014,25331,death_per_100k,
CLARKE,AL,01025,30271,12704100,,,,2014,25331,pills_per_person,501.5
CLARKE,GA,13059,124039,52484789.2,Georgia,"Clarke County, GA",46,2014,119681,death_per_100k,38.4
CLARKE,GA,13059,124039,52484789.2,Georgia,"Clarke County, GA",46,2014,119681,pills_per_person,438.5
CLARKE,IA,19039,11405,3433770,,,,2014,9284,death_per_100k,
CLARKE,IA,19039,11405,3433770,,,,2014,9284,pills_per_person,369.9
CLARKE,MS,28023,18207,7779520,,,,2014,16509,death_per_100k,
CLARKE,MS,28023,18207,7779520,,,,2014,16509,pills_per_person,471.2
CLARKE,VA,51043,2829,1006760,,,,2014,14273,death_per_100k,
CLARKE,VA,51043,2829,1006760,,,,2014,14273,pills_per_person,70.5
CLATSOP,OR,41007,47083,23122920,Oregon,"Clatsop County, OR",48,2014,37236,death_per_100k,128.9
CLATSOP,OR,41007,47083,23122920,Oregon,"Clatsop County, OR",48,2014,37236,pills_per_person,621
CLAY,AL,01027,14373,6542200,,,,2014,13617,death_per_100k,
CLAY,AL,01027,14373,6542200,,,,2014,13617,pills_per_person,480.4
CLAY,AR,05021,21839,6300410,,,,2014,15577,death_per_100k,
CLAY,AR,05021,21839,6300410,,,,2014,15577,pills_per_person,404.5
CLAY,FL,12019,207695,89540750,Florida,"Clay County, FL",149,2014,194868,death_per_100k,76.5
CLAY,FL,12019,207695,89540750,Florida,"Clay County, FL",149,2014,194868,pills_per_person,459.5
CLAY,GA,13061,2614,902190,,,,2014,3110,death_per_100k,
CLAY,GA,13061,2614,902190,,,,2014,3110,pills_per_person,290.1
CLAY,IA,19041,12749,3686990,,,,2014,16555,death_per_100k,
CLAY,IA,19041,12749,3686990,,,,2014,16555,pills_per_person,222.7
CLAY,IL,17025,10332,3220120,,,,2014,13675,death_per_100k,
CLAY,IL,17025,10332,3220120,,,,2014,13675,pills_per_person,235.5
CLAY,IN,18021,29430,10730350,,,,2014,26797,death_per_100k,
CLAY,IN,18021,29430,10730350,,,,2014,26797,pills_per_person,400.4
CLAY,KS,20027,13363,3689300,,,,2014,8460,death_per_100k,
CLAY,KS,20027,13363,3689300,,,,2014,8460,pills_per_person,436.1
CLAY,KY,21051,49058,26740080,Kentucky,"Clay County, KY",68,2014,21446,death_per_100k,317.1
CLAY,KY,21051,49058,26740080,Kentucky,"Clay County, KY",68,2014,21446,pills_per_person,1246.9
CLAY,MN,27027,36506,10038792,Minnesota,"Clay County, MN",23,2014,60249,death_per_100k,38.2
CLAY,MN,27027,36506,10038792,Minnesota,"Clay County, MN",23,2014,60249,pills_per_person,166.6
CLAY,MO,29047,200628,80017022,Missouri,"Clay County, MO",124,2014,227984,death_per_100k,54.4
CLAY,MO,29047,200628,80017022,Missouri,"Clay County, MO",124,2014,227984,pills_per_person,351
CLAY,MS,28025,15203,7910610,,,,2014,20414,death_per_100k,
CLAY,MS,28025,15203,7910610,,,,2014,20414,pills_per_person,387.5
CLAY,NC,37043,12529,5008950,North Carolina,"Clay County, NC",22,2014,10616,death_per_100k,207.2
CLAY,NC,37043,12529,5008950,North Carolina,"Clay County, NC",22,2014,10616,pills_per_person,471.8
CLAY,NE,31035,798,241100,,,,2014,6425,death_per_100k,
CLAY,NE,31035,798,241100,,,,2014,6425,pills_per_person,37.5
CLAY,SD,46027,7490,1547310,,,,2014,13968,death_per_100k,
CLAY,SD,46027,7490,1547310,,,,2014,13968,pills_per_person,110.8
CLAY,TN,47027,13172,7542180,Tennessee,"Clay County, TN",20,2014,7802,death_per_100k,256.3
CLAY,TN,47027,13172,7542180,Tennessee,"Clay County, TN",20,2014,7802,pills_per_person,966.7
CLAY,TX,48077,2594,1800470,,,,2014,10547,death_per_100k,
CLAY,TX,48077,2594,1800470,,,,2014,10547,pills_per_person,170.7
CLAY,WV,54015,7133,3038370,West Virginia,"Clay County, WV",15,2014,9226,death_per_100k,162.6
CLAY,WV,54015,7133,3038370,West Virginia,"Clay County, WV",15,2014,9226,pills_per_person,329.3
CLAYTON,GA,13063,126279,47727762,Georgia,"Clayton County, GA",115,2014,264221,death_per_100k,43.5
CLAYTON,GA,13063,126279,47727762,Georgia,"Clayton County, GA",115,2014,264221,pills_per_person,180.6
CLAYTON,IA,19043,7580,2397460,,,,2014,17900,death_per_100k,
CLAYTON,IA,19043,7580,2397460,,,,2014,17900,pills_per_person,133.9
CLEAR CREEK,CO,08019,6685,1793960,,,,2014,9114,death_per_100k,
CLEAR CREEK,CO,08019,6685,1793960,,,,2014,9114,pills_per_person,196.8
CLEARFIELD,PA,42033,83289,26860746,Pennsylvania,"Clearfield County, PA",42,2014,81472,death_per_100k,51.6
CLEARFIELD,PA,42033,83289,26860746,Pennsylvania,"Clearfield County, PA",42,2014,81472,pills_per_person,329.7
CLEARWATER,ID,16035,9449,3814930,,,,2014,8600,death_per_100k,
CLEARWATER,ID,16035,9449,3814930,,,,2014,8600,pills_per_person,443.6
CLEARWATER,MN,27029,5976,1987670,,,,2014,8735,death_per_100k,
CLEARWATER,MN,27029,5976,1987670,,,,2014,8735,pills_per_person,227.6
CLEBURNE,AL,01029,7348,3263160,,,,2014,14990,death_per_100k,
CLEBURNE,AL,01029,7348,3263160,,,,2014,14990,pills_per_person,217.7
CLEBURNE,AR,05023,35540,10459500,,,,2014,25793,death_per_100k,
CLEBURNE,AR,05023,35540,10459500,,,,2014,25793,pills_per_person,405.5
CLERMONT,OH,39025,222818,85450420,Ohio,"Clermont County, OH",383,2014,199450,death_per_100k,192
CLERMONT,OH,39025,222818,85450420,Ohio,"Clermont County, OH",383,2014,199450,pills_per_person,428.4
CLEVELAND,AR,05025,474,140970,,,,2014,8597,death_per_100k,
CLEVELAND,AR,05025,474,140970,,,,2014,8597,pills_per_person,16.4
CLEVELAND,NC,37045,117560,50429974,North Carolina,"Cleveland County, NC",98,2014,97464,death_per_100k,100.5
CLEVELAND,NC,37045,117560,50429974,North Carolina,"Cleveland County, NC",98,2014,97464,pills_per_person,517.4
CLEVELAND,OK,40027,194098,94124831.3,Oklahoma,"Cleveland County, OK",252,2014,264934,death_per_100k,95.1
CLEVELAND,OK,40027,194098,94124831.3,Oklahoma,"Cleveland County, OK",252,2014,264934,pills_per_person,355.3
CLINCH,GA,13065,7237,4797180,,,,2014,6777,death_per_100k,
CLINCH,GA,13065,7237,4797180,,,,2014,6777,pills_per_person,707.9
CLINTON,IA,19045,41575,13572620,Iowa,"Clinton County, IA",18,2014,48663,death_per_100k,37
CLINTON,IA,19045,41575,13572620,Iowa,"Clinton County, IA",18,2014,48663,pills_per_person,278.9
